Codi	URL	Nom	Descripció	Telèfon	Web	E-mail	"Xarxa social 1"	"Xarxa social 2"	"Xarxa social 3"	"Xarxa social 4"	Adreça	Districte	Barri	Longitud	Latitud	"Icona 1 (Principal)"	"Icona 2"	"Icona 3"	"Icona 4"	"Icona 5"	"Icona 6"	"Icona 7"	"Icona 8"	"Icona 9"	"Icona 10"	"Icona 11"	"Icona 12"	"Icona 13"	"Icona 14"	"Icona 15"	"Icona 16"	"Icona 17"	"Icona 18"	"Icona 19"	"Icona 20"	"Icona 21"	"Icona 22"	"Icona 23"	"Icona 24"	"Icona 25"	"Icona 26"	"Icona 27"	"Icona 28"	"Icona 29"	"Icona 30"	"Icona 31"	"Icona 32"	Etiquetes	Itineraris
5e60d401940cd78c138b4567	http://www.bcnsostenible.cat/web/punt/5e60d401940cd78c138b4567	Interprofit	"Interprofit és una empresa especialitzada a dissenyar i executar estratègies de comunicació off line i on line encaminades a reforçar la imatge pública de les empreses i dels seus productes, així com les relacions amb els stakeholders. L'agència ofereix serveis integrals als seus clients amb equips especialitzats en comunicació institucional, interna i de producte, gabinet de premsa, gestió de crisi, creativitat i disseny gràfic multiformato, així com organització d'esdeveniments, convencions i congressos.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		https://www.interprofit.es/						"Carrer Tuset 5, 4t 2a"	"Sarrià - Sant Gervasi"	"Sant Gervasi - Galvany"	2,15191180	41,39568110	b04	a15																															EiESos,EmpresaBS	
5e60d716940cd712148b4567	http://www.bcnsostenible.cat/web/punt/5e60d716940cd712148b4567	"Las Golondrinas"	"Des de l’inici de Las Golondrinas, les nostres embarcacions de passatge s’han caracteritzat per una estètica comuna. A l’actualitat encara són vaixells de fusta, amb dos pisos i descoberts. Aquestes embarcacions tradicionals estan dissenyades per navegar per aigües tranquil·les. Els catamarans Trimar i Òmnibus y el monocasc Antina G són els tres vaixells que recorren el port i les platges de la ciutat des de fa anys. Totes estan adaptades per a minusvàlids i a l’interior trobaràs un bar per acompanyar la visita amb begudes o gelats.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://lasgolondrinas.com/ca/		https://www.facebook.com/LAS.G0LONDRINAS/	https://twitter.com/GolondrinasBCN	https://www.facebook.com/LAS.G0LONDRINAS/	https://www.facebook.com/LAS.G0LONDRINAS/	"Riera de Cassoles 51, 5-1"	"Sarrià - Sant Gervasi"	"El Putxet i Farró"	2,14995480	41,40482970	b04	a15																															EiESos,EmpresaBS	
5e60dc3c940cd7a1158b4567	http://www.bcnsostenible.cat/web/punt/5e60dc3c940cd7a1158b4567	"Bodegues Sumarroca"	"TERRA DE SOMNIADORS VITICULTORS ECOLÒGICS. Bodega familiar al costat de Sant Sadurni i a 40 min de Barcelona. Ecològics I NSOSTENIBLES amb 406ha de terreny.<br />
 
<ul>
	<li>Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere.</li>
</ul>
"		https://sumarroca.es/		https://www.facebook.com/Sumarroca	https://twitter.com/BSumarroca/	https://www.facebook.com/Sumarroca	https://www.facebook.com/Sumarroca	"C. el rebato s/n. Barri el rebato"			0,00000000	0,00000000	b04	a15																															EiESos,EmpresaBS	
5e6236bc940cd7ea7b8b4567	http://www.bcnsostenible.cat/web/punt/5e6236bc940cd7ea7b8b4567	"Solucions Socials Sostenibles, SCCL"	"La cooperativa Solucions Socials Sostenibles SCCL neix com una entitat sense ànim de lucre i d’iniciativa social que treballa per aconseguir transformar l’economia en una activitat amb un impacte més social, més sostenible i més respectuosa amb el medi ambient.<br />
<br />
La seva missió principal és la d’<u>ajudar a la inserció laboral de persones i col·lectius en risc d’exclusió social</u>.

<ul>
	<li>Oferir serveis a col·lectivitats, catering i serveis restauració que ajudin a la inserció sociolaboral a persones en risc d’exclusió.</li>
	<li>Assessorar i formar en l’economia social dins del sector de la restauració.</li>
	<li>Ser part activa en la transformació de l’economia actual, per una més social i sostenible.</li>
	<li>Produir un impacte social durant el desenvolupament de les nostres activitats, contribuint a la millora sociolaboral del territori proper.</li>
	<li>Treballar per un canvi en el model de consum energètic actual.</li>
	<li>Ajudar a les empreses i a la societat en la transició cap a un model sostenible i no contaminant.</li>
</ul>
"		http://www.solucionssocials.org/es/						"Carrer de la Font Honrada, 2"	"Sants - Montjuïc"	"El Poble Sec"	2,15579760	41,37448210	b05	b02	b01	b04	a13																												EiESos,EmpresaBS	
5e623aeb940cd7bc7c8b4567	http://www.bcnsostenible.cat/web/punt/5e623aeb940cd7bc7c8b4567	"Menjar d'hort SCCL"	"La seva missió se centra en 4 propòsits que fan referència a la Responsabilitat Social: <strong>Inserció social, sostenibilitat mediambiental i climàtica, ecologia, i innovació.</strong> Per l’assoliment d’aquests propòsits es crea a l’any 2018 la cooperativa Menjar d’Hort SCCL, amb el suport del programa d’Economia Social i d’Ateneus Cooperatius. Són una cooperativa d’iniciativa Social i sense ànim de lucre, amb una clara missió social i ambiental, tal com reflecteixen els seus Estatuts.<br />
<br />
Els seus serveis i productes són de qualitat i proximitat, elaborats de forma ecològica basant-se en els principis de l’economia circular (energies renovables, gestió de residus, producció de biomassa…). De la mateixa manera, el seu sistema productiu respecta els actuals marcs europeus envers la conservació de la biodiversitat silvestre i cultivada, l’aigua i els sòls, així com les varietats tradicionals i el seu coneixement associat.<br />
<br />
Una de les seves motivacions és oferir serveis i productes que ajudin a pal·liar els efectes del canvi climàtic i a revertir la seva tendència actual, per això a més d’aplicar aquests principis, es troben en continua recerca per a innovar i produir espècies tant vegetals com animals adaptades a les altes temperatures i la sequera, optimització de l’aigua de reg, etc.<br />
<br />
De res servirien aquestes accions si no vetllesin de la mateixa manera per un comerç just i llocs de treball dignes, promovent la inserció sociolaboral de persones i col·lectius en risc d’exclusió social i la seva formació.<br />
<br />
En el seu afany de ser integradors apostem per obrir l’espai productiu a la socialització i relació entre les persones a través de la formació, la meditació, l’alimentació, el treball terapèutic o la recerca interdisciplinar i participativa.<br />
<br />
Creuen que és possible fer-ho de forma diferent, promovent d’aquesta manera, un canvi d’hàbits de consum i de paradigma, amb el sector agroalimentari com a eix central."				https://www.facebook.com/hortafrescaorganic/		https://www.facebook.com/hortafrescaorganic/	https://www.facebook.com/hortafrescaorganic/	"Carrer Font Honrada, 2"	"Sants - Montjuïc"	"El Poble Sec"	2,15579760	41,37448210	b04	a03	d21	g07	b01																												EiESos,EmpresaBS	
5e65fdbf940cd79b7d8b4567	http://www.bcnsostenible.cat/web/punt/5e65fdbf940cd79b7d8b4567	"Punt d'autoreparació de bicicletes a la Facultat de Biologia (Universitat de Barcelona)"	"A la Facultat de Biologia es troba instal·lat un tòtem d’autoreparació per a bicicletes, el PuntBiciUB. Es troba situat al costat de l’aparcament per a bicicletes que hi ha davant de l'Era de Cal Feliu (la gespeta).<br />
Disposa de clau anglesa, tornavís pla i d’estrella, claus Allen, tenalles, palanques per a desmuntar les cobertes de les rodes, bomba d’aire amb capçal per a tot tipus de vàlvules, barra de subjecció per a l’inflat de rodes i penjador per recolzar la bici. El servei és totalment gratuït, ja que funciona amb moneda retornable."		http://www.ub.edu/ossma/medi-ambient/tres-nous-puntbiciub/						"Carrer de Lluís Solé i Sabarís"	"Les Corts"	"La Maternitat i Sant Ramon"	2,11961502	41,38518304	a11	b04	e08																															
5e65ff0e940cd7b07e8b4567	http://www.bcnsostenible.cat/web/punt/5e65ff0e940cd7b07e8b4567	"Punt d'autoreparació de bicicletes a l'Edifici Històric de la Universitat de Barcelona"	"A l'Edifici Històric (que acull el Rectorat i les facultats de Filologia i Comunicació, i de Matemàtiques i Informàtica), es troba instal·lat un tòtem d’autoreparació per a bicicletes, el PuntBiciUB. Es troba situat al costat de l’aparcament per a bicicletes, per l’entrada del carrer Balmes amb la Gran Via de les Corts Catalanes.<br />
Disposa de clau anglesa, tornavís pla i d’estrella, claus Allen, tenalles, palanques per a desmuntar les cobertes de les rodes, bomba d’aire amb capçal per a tot tipus de vàlvules, barra de subjecció per a l’inflat de rodes i penjador per recolzar la bici. El servei és totalment gratuït, ja que funciona amb moneda retornable."		http://www.ub.edu/ossma/medi-ambient/tres-nous-puntbiciub/						"Gran Via de les Corts Catalanes, 585"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,16455444	41,38720726	a11	b04	e08																															
5e65ffab940cd7d87e8b4567	http://www.bcnsostenible.cat/web/punt/5e65ffab940cd7d87e8b4567	"Punt d'autoreparació de bicicletes a la Facultat de Medicina i Ciències de la Salut - Campus Clínic (Universitat de Barcelona)"	"A la Facultat de Medicina i Ciències de la Salut - Campus Clínic es troba instal·lat un tòtem d’autoreparació per a bicicletes, el PuntBiciUB. Es troba situat al costat de l’aparcament per a bicicletes que hi a la banda dreta de l'accés principal de la Facultat, al carrer de Casanovas, 143.<br />
Disposa de clau anglesa, tornavís pla i d’estrella, claus Allen, tenalles, palanques per a desmuntar les cobertes de les rodes, bomba d’aire amb capçal per a tot tipus de vàlvules, barra de subjecció per a l’inflat de rodes i penjador per recolzar la bici. El servei és totalment gratuït, ja que funciona amb moneda retornable."		http://www.ub.edu/ossma/medi-ambient/tres-nous-puntbiciub/						"Carrer de Casanova, 143"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15243789	41,39003506	a11	b04	e08																															
5e674f75940cd7e3588b4567	http://www.bcnsostenible.cat/web/punt/5e674f75940cd7e3588b4567	"NYN Barcelona Universal"	"Situat a l'Avinguda del Paral·lel, on s'uneixen els teatres de llarga tradició amb els restaurants més de moda de la ciutat, l'Hotel Barcelona Universal és a 5 minuts a peu de l'emblemàtic passeig de Barcelona que uneix Plaça Catalunya amb el port.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "								"Avinguda del Paral·lel, 76-80"	"Ciutat Vella"	"El Raval"	2,16840580	41,37523700	b04	a15																															EiESos,EmpresaBS	
5e675442940cd76d5a8b4567	http://www.bcnsostenible.cat/web/punt/5e675442940cd76d5a8b4567	"NYN Hotel 1898"	"L'Hotel 1898 és una autèntica joia per descobrir. Està situat al cor de Barcelona, a l'antic edifici de la Compañía General de Tabacos de Filipinas, construït l'any 1881 per l'arquitecte català Josep Oriol Mestres.<br />
L'edifici, rehabilitat el 2005 per Núñez i Navarro, va renéixer com l'actual Hotel 1898, un hotel únic, d'estil colonial i amb personalitat pròpia, que ofereix el millor de Barcelona a cadascun dels seus clients.<br />
<br />
Aquesta organització està adherida al<a href=""http://http://turismesostenible.barcelona/"" target=""_blank""> compromi</a>s per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.hotel1898.com/ca/						"Carrer la Rambla, 109"	"Ciutat Vella"	"El Raval"	2,17120160	41,38346730	b04	a15																															EiESos,EmpresaBS	
5e6757c6940cd7075b8b4567	http://www.bcnsostenible.cat/web/punt/5e6757c6940cd7075b8b4567	"NYN Hotel Rec"	"Un hotel on passat i present s'uneixen per a oferir al visitant una forma nova de viure la ciutat, de descobrir els orígens de Barcelona en un dels seus barris més antics i autèntics, La Ribera.<br />
<br />
L'Hotel REC Barcelona està pensat per a urbanites, persones que volen gaudir de la ciutat fonent-se amb les seves gents, passejant per racons ocults, descobrint la gastronomia, l'encant dels petits locals i acabar la jornada amb unes copes a la terrassa amb les millors vistes al capvespre… tot això i molt més és el que t'oferim.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere"		https://www.nnhotels.com/es/hotel-rec-barcelona						"Rec Comtal, 19"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18006520	41,39024960	b04	a15																															EiESos,EmpresaBS	
5e676cf4940cd7de5e8b4567	http://www.bcnsostenible.cat/web/punt/5e676cf4940cd7de5e8b4567	"NYN Hotel Soho"	"A un hall totalment envidrat, l'Hotel *Soho rep als seus clients i els ofereix 51 habitacions, una piscina exterior a la terrassa amb increïbles panoràmiques de Barcelona, un Mitjana *Center amb accés gratuït a Internet, un saló de desdejuni amb terrassa en el primer pis, connexió Wi-Fi gratis en tot l'edifici i un pàrquing privat. Situat en una de les àrees més cosmopolites de Barcelona: l'Eixample. L'Hotel *Soho Barcelona se situa en plena Gran Via, al costat de la Plaça Catalunya, la Rambla i el Passeig de Gràcia, disposat a donar el millor servei a tots aquells clients que vulguin conèixer la Barcelona més autèntica.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.nnhotels.com/es/hotel-soho-barcelona						"Gran Via de les Corts Catalanes, 543-545"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15983520	41,38339780	b04	a15																															EiESos,EmpresaBS	
5e6778f5940cd79b618b4567	http://www.bcnsostenible.cat/web/punt/5e6778f5940cd79b618b4567	"NYN Hotel Corner"	"The Corner Hotel està situat a l'Eixample, un dels barris de més tradició de la ciutat, una zona que va néixer durant el segle XIX amb el creixement urbanístic i industrial de Barcelona i que ha sabut conservar intacta la seva història.<br />
<br />
The Corner Hotel és el resultat de la rehabilitació d'un dels edificis representatius de l'Eixample, sobri i elegant, que manté els traços originals de més de cent anys de vida, però rere la seva façana es presenta un hotel modern, proper i confortable que recorda amb el seu estil la tradició industrial de la ciutat.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.thecornerhotel-barcelona.com/ca/						"Carrer de Mallorca, 178"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15659480	41,38905780	b04	a15																															EiESos,EmpresaBS	
5e677b13940cd7f0618b4567	http://www.bcnsostenible.cat/web/punt/5e677b13940cd7f0618b4567	"NYN Midtown apartments"	"Situats en ple centre de la ciutat, en l'emblemàtic eixample barceloní, MidtownApartments gaudeix d'una ubicació privilegiada, a pocs minuts de les grans artèries comercials de Passeig de Gràcia i Plaza Catalunya i molt prop d'alguns de les principals icones arquitectòniques com el Palau de la Música i la Catedral.<br />
<br />
Midtown Apartments conjuga la tradició i l'estil d'un edifici de finals del XIX amb elements de disseny contemporani, després de la façana original sorgeixen 30 apartaments que ofereixen una nova manera de “viure la ciutat”.<br />
<br />
Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.nnhotels.com/es/midtown-apartments						"Carrer de Casp, 35"	Eixample	"Dreta de l'Eixample"	2,17300200	41,39135340	b04	a15																															EiESos,EmpresaBS	
5e677dc1940cd726638b4567	http://www.bcnsostenible.cat/web/punt/5e677dc1940cd726638b4567	"NYN U232 Hotel"	"L'U232 Hotel es troba al tranquil barri de l'Eixample, una ubicació que permet gaudir del centre de Barcelona amb total comoditat.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.u232hotel.com/ca/						"Compte d'Urgell, 232"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,14903070	41,38952370	b04	a15																															EiESos,EmpresaBS	
5e67a3ad940cd7a76f8b4567	http://www.bcnsostenible.cat/web/punt/5e67a3ad940cd7a76f8b4567	"Spanish Heritage"	"Spanish Heritage és una DMC de propietat privada amb més de 30 anys d’experiència en el mercat. El nostre enfocament de negoci principal consisteix en proporcionar serveis al segment MICE arreu d’Espanya i les illes, amb oficines a Madrid, Barcelona i Sevilla. SHE DMC és reconeguda per la creació de programes d’incentius originals i innovadors per als clients, i se centra en les necessitats especifiques, tot anant més enllà de les expectatives. En ser especialistes en l’operativa d’incentius, reunions, conferències, congressos i esdeveniments de tot tipus, des de Spanish Heritage també oferim tours d’interès especial a mida. Amb un personal multilingüe altament qualificat integrat a l’equip, ajudem els clients a aconseguir l’objectiu comú d’oferir programes d’èxit i inoblidables."		http://spheritage.com/		https://www.facebook.com/spanisheritagedmc/		https://www.facebook.com/spanisheritagedmc/	https://www.facebook.com/spanisheritagedmc/	"Avinguda Diagonal, 363, 3er 1er"	Eixample	"Dreta de l'Eixample"	2,16300260	41,39707630	b04	a15																															EiESos,EmpresaBS	
5e67a89e940cd7aa718b4567	http://www.bcnsostenible.cat/web/punt/5e67a89e940cd7aa718b4567	"AB Grupo de azafatas"	"Empresa líder i pionera en el sector des de la seva constitució l'any 1988. Amb 27 anys de dedicació, serietat, experiència i compromís avalen el nostre èxit i ens posicionen a nivell nacional com a empresa sòlida, que segueix lluitant cada dia per trobar la millor manera de millorar els nostre servei i satisfer les necessitats dels nostres clients.<br />
<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.ab-grupo.com/						"Carrer de Beethoven 9, entresòl 1"	"Sarrià - Sant Gervasi"	"Sant Gervasi - Galvany"	2,14076740	41,39280980	b04	a15																															EiESos,EmpresaBS	
5e67ac0b940cd745728b4567	http://www.bcnsostenible.cat/web/punt/5e67ac0b940cd745728b4567	"Corsa Nàutica"	"Corsa Nàutica és un centre d'estudis i activitats nàutiques. Neix a principis de la dècada dels 80, de la mà de Carlos Rico, Cap d'Estudis i Capità de la Marina Mercant.<br />
<br />
Compten amb més de 30 anys d'experiència, obtingues amb ells  la teva titulació d'esbarjo, llicència de navegació, PNB, PER, PY o CY així com cursos professionals com el PPER o certificats STCW. No ho dubtis i comença la teva aventura en la mar.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.corsanautica.com/						"Moll de la Marina 9, Port Olímpic "	"Sant Martí"	"La Vila Olímpica del Poblenou"	2,19834180	41,38656490	b04	a15																															EiESos,EmpresaBS	
5e67afbe940cd787738b4567	http://www.bcnsostenible.cat/web/punt/5e67afbe940cd787738b4567	"Vancart Distribucions"	"Van Cart és una empresa de serveis, dedicada des de 1990 a la distribució de fullets informatius a través dels seus propis expositors ""Benvingut-Welcome"", que es troben situats en hotels, museus, i oficines de turisme.<br />
<br />
L'objectiu de Van Cart és que el turista o visitant disposi gratuïtament d'informació variada sobre la ciutat, esdeveniments, exposicions, transport, oci, shopping, etc. Per a això, Van Cart disposa de vehicles propis i personal uniformat, que s'encarrega tant de la distribució i reposició periòdica dels fullets com del manteniment i neteja dels expositors. Així mateix, Van Cart controla que els fullets exposats continguin informació fiable.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.vancart.es/						"Ronda General Mitre, 131, baixos"	"Sarrià - Sant Gervasi"	"Sant Gervasi - la Bonanova"	2,13703250	41,40219610	b04	a15																															EiESos,EmpresaBS	
5e67b76b940cd7b4758b4567	http://www.bcnsostenible.cat/web/punt/5e67b76b940cd7b4758b4567	"Andrómeda Viajes"	"Des de 1987 Andrómeda Viatges ha evolucionat a un nou concepte d'agència, no sols som agents de viatge, sinó que assessorem i dissenyem viatges a la carta per a cadascun dels nostres clients, ja siguin viatges vacacionals, de caràcter corporatiu o d'empresa.<br />
<br />
Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere"		http://www.viajesandromeda.es/						"Avinguda Diagonal 618, 4a planta"	"Sarrià - Sant Gervasi"	"Sant Gervasi - Galvany"	2,14061260	41,39234970	b04	a15																															EiESos,EmpresaBS	
5e689af3940cd7b7438b4567	http://www.bcnsostenible.cat/web/punt/5e689af3940cd7b7438b4567	"Viatges Tuareg"	"Al 1982 es va obrir una petita agència de viatges al barri de Gràcia de Barcelona, amb el nom de Tuareg. Des dels nostres inicis, a Tuareg hem escapat del turisme convencional i de masses, apostant per un model turístic respectuós amb l'entorn i amb la població de les destinacions en les que operem; Treballar únicament amb grups reduïts, apostar per agències locals i adaptar els nostres itineraris en favor de les circumstàncies regionals, han format sempre part de l'ADN Tuareg. Amb el pas del temps, aquelles primeres rutes per el desert del Sàhara s'han convertit en una programació consolidada de gairebé 200 alternatives de viatge per tots els continents. No obstant, la nostra filosofia segueix intacte i, a més de treballar com sempre hem fet, duem a terme projectes per intentar fer d'aquest món, un lloc millor per a tothom. Cal dir que, des dels nostres inicis, Tuareg ha comptat amb un equip humà que comparteix uns valors molt concrets, i que ha sabut reflectir aquesta forma d'entendre el món en la nostra manera de treballar.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromi</a>s per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://tuaregviatges.es/		https://es-la.facebook.com/ViajesTuareg/	https://twitter.com/viatgestuareg	https://es-la.facebook.com/ViajesTuareg/	https://es-la.facebook.com/ViajesTuareg/	"Passatge de Mariner, 1 bis"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16947610	41,40339420	b04	a15																															EiESos,EmpresaBS	
5e69ec33940cd7ce2b8b4567	http://www.bcnsostenible.cat/web/punt/5e69ec33940cd7ce2b8b4567	"Albadalejo AV Solutions"	"Són proveïdors d'equips audiovisuals de lloguer i realitzen producció tècnica d'esdeveniments. La seva experiència de més de 30 anys en el sector audiovisual els converteix en referent dins del mercat europeu. Ofereixen serveis audiovisuals complets en Llum - So - Vídeo.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">Compromís </a>per a la Sostenibilitat Turística Barcelona Biosphere."		https://www.albadalejo.com/		https://www.facebook.com/Albadalejo/	https://twitter.com/albadalejo_com?lang=ca	https://www.facebook.com/Albadalejo/	https://www.facebook.com/Albadalejo/	"Carrer de la Metal·lurgia, 2"			0,00000000	0,00000000	b04	a15																															EiESos	
5e69f526940cd7682e8b4567	http://www.bcnsostenible.cat/web/punt/5e69f526940cd7682e8b4567	"Restaurant La Font de Prades"	"Som el restaurant més antic del Poble Espanyol, des de 1969 oferim cuina tradicional catalana amb productes de proximitat i de temporada. <strong>Les nostres r</strong><strong>eserves inclouen l'entrada al Poble Espanyol</strong> i així podràs gaudir d’un museu arquitectònic a l’aire lliure mentre passeges per carrers i places, lluny del bullici de la ciutat!<br />
<br />
Aquesta organització està adherida a<a href=""http://turismesostenible.barcelona/"" target=""_blank"">l compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.lafontdeprades.cat/						"Avinguda Francesc Ferrer i Guàrdia, 13 (Poble Espanyol)"	"Sants - Montjuïc"	"El Poble Sec"	2,14827320	41,36880850	b04	a15																															comsos	
5e69faf6940cd7e72f8b4567	http://www.bcnsostenible.cat/web/punt/5e69faf6940cd7e72f8b4567	"Bicis en Ruta"	"Bicis en Ruta és una agència de viatges especialitzada en rutes de Cicloturisme i Bicicleta de muntanya. Les seves rutes estan dissenyades per a gaudir plenament dels entorns naturals més espectaculars de la nostra geografia. Es dirigeixen tant als bikers més experimentats com als que troben en el cicloturisme una nova manera de gaudir de la naturalesa i una alternativa enriquidora de viatjar.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">Compromís </a>per a la Sostenibilitat Turística Barcelona Biosphere."		https://bicisenruta.com/		https://www.facebook.com/BicisenRuta/		https://www.facebook.com/BicisenRuta/	https://www.facebook.com/BicisenRuta/	"Urbanització Can Puigdemir, zona K, parcel·la 11-B"			0,00000000	0,00000000	b04	a15																															EiESos	
5e6a0a88940cd7d4348b4567	http://www.bcnsostenible.cat/web/punt/5e6a0a88940cd7d4348b4567	"Hotel Front Marítim"	"Best Hotels és una important cadena hotelera espanyola que comença la seva activitat en el sector l'any 1994. Actualment la companyia gestiona 34 establiments, la majoria de 4 estrelles, repartits per la geografia espanyola i Andorra.<br />
<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		https://www.hotelfrontmaritim.com/						"Passeig de Garcia Fària, 69"	"Sant Martí"	"Diagonal Mar i el Front Marítim del Poblenou"	2,21443550	41,40437920	b04	a15																															EiESos,EmpresaBS	
5e6a19b7940cd72b398b4567	http://www.bcnsostenible.cat/web/punt/5e6a19b7940cd72b398b4567	Guiding-Netguides	"NETGUIDES sorgeix després d'anys de recórrer el món. De convertir una de les nostres passions en el nostre treball. De fer de la nostra vocació una forma diferent d'ensenyar a milers d'estudiants. Durant més de dues dècades hem acompanyat a alumnes d'escoles i instituts a creuar fronteres. A obrir els ulls i aprendre del nostre entorn. Les seves cares de curiositat a l'visitar altres països, observar les seves cultures i veure els seus monuments històrics, feia de cada viatge un aprenentatge únic. Sense adonar-nos, tots tornaven a casa una mica més grans. Amb els anys, la nostra passió per ensenyar un trosset de món s'ha convertit en voler explicar als el món com és la nostra casa, Barcelona. Ara tenim l'oportunitat d'acompanyar a tot el que vulgui visitar Barcelona i explicar-li la seva història.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		https://www.netguides.barcelona/						"Carrer de l'Escorial, 50, 4t 8è"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16149640	41,40762290	b04	a15																															EiESos,EmpresaBS	
5e6a2c57940cd7a93c8b4569	http://www.bcnsostenible.cat/web/punt/5e6a2c57940cd7a93c8b4569	"Tarannà Viatges amb Sentit"	"Tarannà Viatges amb Sentit, agència de viatges especialitzada i experta en el món del viatge, sempre pionera, i innovadora t'ofereix un viatge responsable, adaptat a tu i les teves necessitats, decididament, un viatge que desitja complir els teus somnis viatgers, de cerca, descobriment, d'experiències i emocions, en definitiva de tornar del viatge amb una petjada inoblidable. Un equip de professionals viatgers que t'escoltaran per a confeccionar i oferir-te la millor alternativa per a gaudir de les teves vacances. Des de rutes a mesura, fins a sortides en grups reduïts per tot el món, perquè tu seleccions el que més t'interessa. Viatges d'aventura, solidaris, ètnics, safaris, culturals, trekking, especialitzats en arquitectura, viatges d'autor, viatges per a nuvis, … una àmplia gamma per a tu, viatger responsable , creatiu i actiu, viatger actual, viatger del segle XX. Viatja amb Tarannà a qualsevol part del món, amb la seguretat d'estar assessorat per un equip expert que et brindarà els millors serveis a cada moment.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.taranna.com/		https://www.facebook.com/TarannaViajes/	https://twitter.com/tarannaviajes	https://www.facebook.com/TarannaViajes/	https://www.facebook.com/TarannaViajes/	"Carrer del Vallespir, 174"	"Les Corts"	"Les Corts"	2,13439360	41,38357270	b04	a15																															EiESos	
